country_id,country_name,adult_literacy_rate_pct,govt_expenditure_pct_gdp,govt_expenditure_pct_govt_spending,primary_enrollment_ratio_pct,tertiary_enrollment_ratio_pct
C001,albania,97.24697,3.53943991661072,12.1239099502563,113.699798583984,58.1099510192871
C002,algeria,75.13605,4.35424995422363,11.4294099807739,116.154441833496,36.9222793579102
C003,angola,66.03011,3.47622990608215,8.68476963043213,128.704147338867,9.30801963806152
C004,argentina,98.09,5.32548999786377,14.7170600891113,109.988891601563,82.9173889160156
C005,armenia,99.74441,2.81350994110107,10.6563596725464,98.4666213989258,44.3095016479492
C006,australia,,5.22533988952637,13.9000997543335,102.207817077637,90.3065032958984
C007,austria,,5.49954986572266,10.4832096099854,102.970161437988,81.5405120849609
C008,azerbaijan,99.79006,2.63466000556946,7.37547016143799,106.601486206055,25.4832000732422
C009,bahrain,94.55679,2.66808009147644,7.66079998016357,101.171173095703,43.2632293701172
C010,bangladesh,72.75872,1.92633998394012,13.8228197097778,120.433059692383,13.4407997131348
C011,belarus,99.61706,4.94764995574951,11.1952104568481,101.341621398926,87.9407424926758
C012,belgium,,6.58514022827148,11.9723901748657,104.192977905273,75.0368270874023
C013,bolivia,92.45508,7.28545999526978,16.8421001434326,97.1380386352539,38.3905715942383
C014,bosnia and herzegovina,96.99177,,,,22.1083106994629
C015,botswana,81.18871,9.63292026519775,20.4773998260498,107.630493164063,23.4330101013184
C016,brazil,91.72943,5.99394989013672,15.9743204116821,115.340789794922,50.6049194335938
C018,brunei darussalam,96.08556,4.42540979385375,9.98591041564941,108.137702941895,30.8447799682617
C019,bulgaria,98.35245,4.06197023391724,11.4398002624512,97.2181777954102,73.934196472168
C020,cambodia,73.90003,1.90197002887726,9.09352970123291,116.657127380371,13.0882596969604
C021,canada,,5.28121995925903,12.2191400527954,100.572311401367,58.8835906982422
C022,chile,96.26706,4.92324018478394,18.9029693603516,101.643730163574,88.577293395996
C023,china,95.12448,1.88730001449585,12.6315603256226,104.125129699707,43.3917694091797
C024,colombia,94.24505,4.49099016189575,15.0461196899414,113.562721252441,55.6572685241699
C025,costa rica,97.40658,7.17601013183594,23.3804302215576,109.817657470703,53.6296615600586
C026,croatia,99.12536,4.58160018920898,9.60241031646729,97.9641494750977,69.052490234375
C027,cuba,99.75253,12.83726978302,,97.550926208496,36.2803993225098
C028,cyprus,98.67843,6.1383900642395,15.5337800979614,99.3001174926758,60.1012306213379
C029,czechia,,4.08901977539063,9.60243988037109,99.7469635009766,64.9667129516602
C030,denmark,,8.62710952758789,15.2298698425293,101.516006469727,82.7869720458984
C031,dominican republic,91.99121,2.04456996917725,12.5778799057007,103.490539550781,50.1163902282715
C032,ecuador,94.35023,4.96322011947632,12.787859916687,107.622817993164,40.4808616638184
C034,estonia,99.88579,5.48163986206055,14.2622604370117,98.4112091064453,69.5504302978516
C035,ethiopia,38.99598,4.50051021575928,27.0210990905762,102.122062683105,8.12604045867919
C036,fiji,,3.88288998603821,14.0324697494507,105.544822692871,16.1371002197266
C037,finland,,7.16809988021851,12.323450088501,101.533729553223,87.2897033691406
C038,france,,5.49299001693726,9.66187953948975,105.358360290527,64.3904724121094
C039,georgia,99.58619,1.98330998420715,6.70775985717773,116.784652709961,43.4195289611816
C040,germany,,4.95218992233276,11.1387395858765,104.969528198242,68.2655868530273
